age,job,marital,education,default,housing,loan,contact,month,day_of_week,unique_id
56.0,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,34e99df0-5a6d-404d-97f5-366ce334decd
48.0,admin.,married,high.school,no,no,no,,may,mon,68de446a-2442-44f8-8e37-316c5e01fe06
33.0,services,married,high.school,unknown,no,yes,telephone,may,mon,907f428e-530e-41a9-b0fd-749153873566
43.0,management,married,university.degree,unknown,no,yes,telephone,may,mon,59f36071-fc6d-4f30-b72e-890417e8136a
-8.0,retired,married,high.school,no,no,no,telephone,may,mon,bf6a3b5a-50c7-4155-b98f-41d17ba38a2f
36.0,technician,single,professional.course,no,no,no,telephone,may,mon,38257455-aa85-4a2f-a45b-a802d7ede3a0
34.0,management,married,university.degree,no,yes,no,telephone,may,mon,76fe09c9-6d6d-4ae9-b378-c4395d4a5374
34.0,services,single,basic.9y,no,no,no,telephone,may,mon,b78f4c74-577b-4937-9c79-9b0650b8abf3
30.0,technician,married,university.degree,unknown,no,no,telephone,may,mon,3c17911c-6f49-44af-afde-2cc1912ad529
33.0,services,divorced,unknown,no,no,no,telephone,may,mon,aedb56d9-aac4-4ecc-81b4-d64825b691b4
32.0,technician,single,professional.course,no,no,no,telephone,june,mon,9294cee0-e67e-4bdc-a3fe-c53a504ded63
36.0,technician,single,high.school,no,yes,no,telephone,may,mon,cd510547-539a-4ef5-a301-523d682a77a7
36.0,blue-collar,single,high.school,no,no,yes,telephone,may,mon,1c87d6e3-9e25-4ce1-a58b-6d7e1c43bb77
33.0,services,single,high.school,no,no,no,telephone,may,mon,370083d2-8ef4-45b0-9c11-4ae85dd290ee
40.0,technician,divorced,professional.course,no,no,no,telephone,may,mon,3864d88e-6542-44f8-ba8b-4e9281a1f238
41.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,ea7cc698-393e-4f60-9316-ec74dd84a1d4
51.0,services,married,basic.6y,no,yes,no,telephone,may,mon,e7781951-b847-4b2f-9c5f-493a91ae2573
36.0,technician,married,professional.course,no,yes,no,telephone,may,mon,242016d4-dd7c-4e47-baba-453cff642985
28.0,services,married,unknown,no,no,no,telephone,may,mon,ea5fe4b1-42b6-4e59-bdf5-2a3d333b9775
53.0,services,married,high.school,no,yes,yes,telephone,may,mon,706ab095-f66c-4aba-8515-377eb684eca4
58.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,c9a1749f-2b38-45d0-a3f9-689f5fa74d2f
45.0,management,married,basic.9y,no,no,yes,telephone,may,mon,feecaee2-d666-412e-8e3b-39229fb2e1c8
43.0,technician,married,unknown,no,yes,no,telephone,may,mon,657b7287-b30a-45c1-b8da-e5d54c294254
33.0,admin.,married,high.school,no,no,yes,telephone,may,mon,219cfbe6-2066-4b16-b6b1-d6643e1217aa
33.0,admin.,married,high.school,no,no,yes,telephone,may,mon,fc74098e-5b5c-4422-a91e-b0ac487483c1
27.0,blue-collar,single,basic.6y,no,unknown,unknown,telephone,may,mon,f64c5521-dd6f-4ed1-a962-57de7bf4ddce
42.0,technician,married,high.school,no,no,no,telephone,may,mon,e0266342-8ebe-4fcf-9230-890224d92bf0
43.0,admin.,divorced,basic.9y,no,no,no,telephone,may,mon,37b75b96-4b42-42d8-a987-2666e2f317ad
42.0,admin.,married,university.degree,no,no,no,telephone,may,mon,d3f46d2f-6b6f-41ef-a3c9-75a8edc0410e
27.0,blue-collar,single,basic.6y,no,no,no,telephone,may,mon,9071334b-7bb6-4ecd-a3bf-6d5d20f0ef3c
34.0,self-employed,single,university.degree,no,yes,no,telephone,may,mon,a7d7eda3-eafd-40d9-a580-776f8e093596
31.0,student,single,university.degree,unknown,no,no,telephone,may,mon,0f481075-840e-4f39-b586-46c7817950bb
54.0,management,divorced,university.degree,no,no,no,telephone,may,mon,8f20d9a8-bd8e-4935-b6e3-7ce3af08de74
40.0,self-employed,married,basic.4y,unknown,no,no,telephone,may,mon,30193cf8-59bb-477a-8d0c-a2bd9ea335b4
52.0,unemployed,married,high.school,unknown,yes,no,telephone,may,mon,ee3a3763-98fe-4eb9-b137-d77fe3ea8894
47.0,management,divorced,university.degree,no,no,no,telephone,may,mon,e5471d3f-2708-4b6f-8841-4f24a2d2e278
49.0,housemaid,married,basic.9y,unknown,no,no,telephone,may,mon,bfa64c4c-8ffd-4014-9806-c1983ad19450
32.0,admin.,single,high.school,no,no,no,telephone,may,mon,c92ee519-0c26-403c-b543-18778b1d2ca4
-49.0,housemaid,single,high.school,unknown,yes,yes,telephone,may,mon,9ed69a7c-2e39-4567-9c14-90ad6813a170
50.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,2a0104cf-f802-49d6-b5f6-5072b704988f
34.0,services,married,,no,no,no,telephone,may,mon,c502492f-45b2-4dce-a571-2bcdfc0faa0d
55.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,7a10f587-535e-406c-83e9-bd2bbbcccc5b
47.0,technician,single,basic.9y,no,no,no,telephone,may,mon,52644afa-5251-4afe-895f-8268f2c4da5d
51.0,retired,married,professional.course,no,no,no,telephone,may,mon,236a394a-d9b0-44bb-a8e8-3f5dda31a43c
47.0,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,135e7917-7f49-4780-a456-0dab5b7760c7
56.0,technician,married,basic.4y,no,yes,no,telephone,may,mon,a24f0365-e384-4609-a3a9-9a38ff907fbd
53.0,admin.,married,basic.9y,no,no,no,telephone,may,mon,13567175-97a7-47c4-b1a6-236d8315f54c
36.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,1c207a4c-73ee-40b8-9603-5c0340382cc1
42.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,mon,f918b27b-814c-4cb0-9c54-aebb99acc1d7
44.0,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,7d2695ad-005c-49e8-9214-d66a6445905b
39.0,housemaid,married,basic.9y,no,yes,no,telephone,may,mon,fdf49c6b-5ddf-4678-a755-0d711870b507
37.0,admin.,single,high.school,no,yes,yes,telephone,may,mon,c5952bb3-eec8-4b2a-9092-935c2cba7e11
60.0,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,c53e8f2d-3634-4db5-9b6c-09e7c050efb5
36.0,services,married,high.school,no,no,no,telephone,may,mon,7c10beb9-5959-4ab9-ba06-9edd60b900b1
42.0,management,divorced,university.degree,no,yes,no,telephone,may,mon,5a174392-6dc4-4e40-809d-09e2e7230210
31.0,admin.,married,high.school,no,yes,yes,telephone,may,mon,70454c07-0eda-4709-b324-5245f76ed6c7
53.0,technician,divorced,professional.course,unknown,no,yes,telephone,may,mon,370d9c6e-5086-41a5-89b8-e7a68ad81bc4
45.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,9cbdf7a7-8912-4bd6-8bdd-4ade3f4f8c69
37.0,technician,single,professional.course,no,yes,no,telephone,may,mon,3db40363-b7be-4440-91df-8a2609e9bf8b
47.0,self-employed,married,professional.course,no,no,no,telephone,may,mon,c67cc8a4-edb8-46eb-a8cb-6e6c9ad64aeb
49.0,blue-collar,divorced,high.school,no,no,yes,telephone,may,mon,4fc21a4e-47b3-402e-9e26-983074f542c6
36.0,admin.,married,university.degree,no,yes,no,telephone,may,mon,52999faf-3b1d-453f-bd46-efb26aba76fd
35.0,services,divorced,high.school,no,no,no,telephone,may,mon,2814f965-8779-4413-b90b-a72b6fc2c315
38.0,unknown,married,unknown,unknown,no,no,telephone,may,mon,af9da01d-5123-4c4e-be46-be4aff748a6e
38.0,services,single,high.school,unknown,no,no,telephone,may,mon,f50101e6-f066-4a1f-8d31-70037ab000b5
50.0,blue-collar,divorced,high.school,unknown,no,yes,telephone,may,mon,2cba6c1d-a90c-4060-ba7d-6dc311c2416a
59.0,retired,married,professional.course,unknown,no,no,telephone,may,mon,210439ad-5ea6-4bfd-b650-190a86d94c16
43.0,unknown,married,unknown,no,yes,no,telephone,may,mon,c9024589-d126-4e73-8d7b-b41dccf04e1e
42.0,admin.,married,high.school,no,yes,no,telephone,may,mon,1f7d618d-05b4-4536-84f0-a717ec6a041d
40.0,admin.,married,basic.6y,unknown,yes,no,telephone,may,mon,39756570-850c-4810-9bb9-c033659c8803
46.0,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,0c24b05a-24c2-470a-87e3-8d92c84a2604
57.0,housemaid,divorced,basic.4y,no,yes,yes,telephone,may,mon,7b8fd0e7-8747-48c6-a996-36346d0293b2
42.0,admin.,married,university.degree,no,yes,no,telephone,may,mon,5f16a35b-cdd0-40fd-90f2-9f123b1e3365
41.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,7481c97c-a31f-4e80-9a8e-8e1d91daaecc
54.0,management,divorced,university.degree,no,yes,no,telephone,may,mon,2ba726b2-ab84-4632-a204-35c60ae166d7
27.0,admin.,single,university.degree,no,no,no,telephone,may,mon,262b7246-6e10-44a3-b9ca-35bb0220c999
36.0,admin.,married,high.school,no,no,no,telephone,may,mon,e87f54f0-357d-4aff-b2a2-e00bab86e88a
58.0,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,f18ec5d3-3076-48c3-8e00-8b9bb845c894
40.0,management,married,university.degree,unknown,yes,no,telephone,may,mon,3fa01810-e6d4-405a-9ee1-f2b089c97ebd
34.0,admin.,single,basic.9y,unknown,no,no,telephone,may,mon,15389ea4-6bcb-4b8f-b094-c0d087fd30a1
33.0,admin.,divorced,high.school,no,no,no,telephone,may,mon,12632ee2-33a8-4597-8373-195988da19c7
56.0,retired,married,basic.6y,no,no,no,telephone,may,mon,3a50724d-4f67-4686-a769-682f9beba0ce
42.0,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,0c3c8528-f0cf-4f71-8097-b887cd039236
43.0,services,married,high.school,no,yes,no,telephone,may,mon,74cc02f3-069a-4bf0-8beb-7fe251afd5dd
54.0,management,single,basic.9y,no,yes,no,telephone,may,mon,567e130c-d423-4dd0-b96d-9d24ad45ebe5
53.0,admin.,single,basic.6y,no,yes,yes,telephone,may,mon,8377b5cd-472a-472f-a547-f646c39a65f0
42.0,technician,single,unknown,no,no,no,telephone,may,mon,c7167efb-e616-4cea-9599-54ca3f7f4976
40.0,services,married,basic.6y,unknown,no,no,telephone,may,mon,10fb00cd-a708-484f-af5a-5e81fedd8396
54.0,technician,married,professional.course,no,yes,yes,telephone,may,mon,67c37e98-e1f0-4560-a1d7-5e37172db637
40.0,housemaid,single,professional.course,no,no,no,telephone,may,mon,6f6fc03a-9fab-4828-b328-800137e0e4bb
26.0,admin.,single,,no,yes,no,telephone,may,mon,ecc04d38-e841-44be-9c6f-b33374f29115
33.0,admin.,married,,no,no,no,telephone,may,mon,af90b1a3-fffc-4cce-8d5f-4c29959b3207
35.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,ca9c1b6d-3f52-4220-a2de-5110d07ba56a
36.0,admin.,married,high.school,no,no,no,telephone,may,mon,7b8eb52f-43f3-45c0-8828-5bbf7d116b0f
29.0,services,single,high.school,no,yes,no,telephone,may,mon,28e0d693-cb6e-46b0-a0ac-4f15b7a2c3de
36.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,9d9f7813-5497-4727-b0e5-d90e671f18fd
35.0,management,married,high.school,no,yes,no,telephone,may,mon,4d915ffc-9933-4925-8515-7f220d741370
50.0,self-employed,single,university.degree,no,no,yes,telephone,may,mon,9485aef4-afde-4874-8178-6459ed4f4dd6
46.0,services,married,high.school,unknown,yes,no,telephone,may,mon,abd3370d-b59d-4ff2-a1a0-d30a1a655dc6
49.0,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,a684dc17-505a-4e09-9f76-a7f98ad52671
42.0,technician,single,professional.course,unknown,yes,no,telephone,may,mon,841704d2-8e22-4b68-83a2-ecae32556aea
36.0,blue-collar,single,high.school,no,yes,yes,telephone,may,mon,fc288cd5-ef90-4c83-951b-0a55302d0306
55.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,a2cc2698-85a0-4422-9352-4ba32d869e9f
41.0,management,married,university.degree,unknown,no,no,telephone,may,mon,0ec3a1cc-0db9-45a1-a415-745b774fad2c
57.0,management,married,professional.course,unknown,yes,no,telephone,may,mon,ff049109-6521-4fb3-a2df-5179a6f44b9f
32.0,services,single,high.school,no,yes,no,telephone,may,mon,a5907cdb-987b-4931-b943-4394920db748
49.0,admin.,married,basic.9y,no,no,no,telephone,may,mon,802b7e89-d39f-46a5-b5d5-b10da72de5e6
57.0,unknown,married,unknown,unknown,yes,no,telephone,may,mon,a741eef3-9925-477c-a4b5-313126f71ed8
58.0,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,mon,22a84bd4-0c6e-4cc7-8e0a-02c5507b794d
52.0,technician,married,high.school,no,yes,no,telephone,may,mon,e48c735a-62b3-4d78-9eaa-573bea1f6c16
50.0,services,divorced,professional.course,no,no,no,telephone,may,mon,565d590a-24d6-4521-98bc-3f7d923af931
41.0,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,29b04977-83f2-48e3-847f-906eb2e59af1
33.0,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,565a1493-f57c-422b-9dd2-503075511846
57.0,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,a5af2461-fda2-421f-b558-23bb29629610
48.0,blue-collar,married,basic.6y,unknown,no,no,telephone,may,mon,0fe40a9f-5d85-4827-9037-77c24c4415b3
55.0,technician,married,professional.course,no,no,no,telephone,may,mon,23856113-54c1-4e6d-a920-d3e91def84dc
38.0,management,married,university.degree,no,no,no,telephone,may,mon,3c06a085-6de0-403b-b919-f69dd0c291e3
38.0,services,married,high.school,no,yes,no,telephone,may,mon,49909c2e-a88d-4540-bd7f-95ecd570fa6d
53.0,admin.,married,university.degree,no,yes,no,telephone,may,mon,d14b1099-0c17-4efa-ac84-14a12a0d368b
43.0,unemployed,single,university.degree,no,no,no,telephone,may,mon,02dbca3f-c48e-4e2b-9ab8-3b8f28a0b786
36.0,blue-collar,single,high.school,no,no,no,telephone,may,mon,8fbfd793-a1ce-48c9-92c0-e134f10c1ad4
32.0,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,18de5523-7b95-46e6-8ed4-cbccaaf07e83
33.0,services,married,basic.4y,no,no,no,telephone,may,mon,b60b7607-574a-48e9-b771-cb1bc0e448a3
58.0,entrepreneur,married,basic.4y,no,yes,no,telephone,may,mon,44a1067d-6122-4086-a918-13c73e8e25a0
40.0,unemployed,divorced,high.school,unknown,no,no,telephone,may,tue,ab910008-ddc4-4767-9450-d959fe62bbd0
57.0,management,married,university.degree,no,yes,no,telephone,may,tue,fa2f67de-4ad8-43ee-83b0-6df066d845b0
45.0,technician,married,high.school,no,yes,no,telephone,may,tue,0d2e50a9-55ba-45a8-8ce4-f933bafcef9b
42.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,c16c8c57-98cd-476f-a7a8-295d771bc8c9
46.0,admin.,married,university.degree,no,yes,no,telephone,may,tue,19387d13-7d52-41c9-9b7c-ab42cc466879
36.0,technician,married,university.degree,no,no,no,telephone,may,tue,122a674d-2189-4adb-afec-19ce28ab4d83
41.0,self-employed,married,high.school,no,yes,no,telephone,may,tue,84453e74-c4cd-4bec-85bb-09e340bf26f9
57.0,admin.,divorced,basic.9y,no,no,no,telephone,may,tue,d3fe29df-f1aa-434a-b7e4-0f6e889c91d3
49.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,c6934417-cca8-427a-aa2e-6665778a573c
56.0,management,divorced,high.school,no,no,no,telephone,may,tue,ea16b189-02dd-481e-990e-01ba4cf9bf89
37.0,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,4a0ce5be-6cdf-4185-bb4c-d7f5fac1d608
37.0,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,4ecaf77b-35db-4bdd-81e8-f898079ccc8c
46.0,admin.,single,high.school,no,yes,no,telephone,may,tue,0f56854a-188f-435d-9bfc-9215f1f6f9da
22.0,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,aabdb087-535c-4f49-afd8-dbeed00bcdf1
43.0,services,married,high.school,no,no,no,telephone,may,tue,2057cf8a-81da-4169-88a4-e2a6d7eb2acd
49.0,blue-collar,married,unknown,no,no,no,telephone,may,tue,a51462be-4d81-4243-8f4d-b9baf9287ec9
41.0,technician,married,basic.6y,no,yes,no,telephone,may,tue,feb6e06b-c693-4b9f-94b7-5c1aaafe4b08
38.0,admin.,single,university.degree,no,no,no,telephone,may,tue,1300ed1c-6075-4217-84d9-b1c4d785ed0d
33.0,admin.,married,basic.9y,no,no,no,telephone,may,tue,e12e026d-016c-4a1d-bd5f-dd67c63ebd38
49.0,admin.,married,university.degree,no,yes,yes,telephone,may,tue,98509086-8a86-4ff3-b0a4-0071004555cb
30.0,blue-collar,single,unknown,no,no,no,telephone,may,tue,609f225f-fb0d-4acd-abd1-ce8a6db515ce
33.0,admin.,married,basic.9y,no,yes,no,telephone,may,tue,55a8a14f-e354-4fa6-a3d0-ddc68a67fb60
34.0,management,single,university.degree,no,no,no,telephone,may,tue,a9513f06-9955-4546-9716-40f3c72cee2c
30.0,student,single,unknown,unknown,no,no,telephone,may,tue,bfdea460-3334-4a45-8dca-a97590f9b314
59.0,management,married,basic.4y,unknown,yes,yes,telephone,,tue,cc78e5d3-17f5-4f24-8eba-cfe9b317652b
59.0,management,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,84d580af-18b6-4631-8c6f-f5c5ec33c359
41.0,self-employed,married,university.degree,no,no,no,telephone,may,tue,8d21e064-b3aa-4995-8130-662915b00f83
48.0,housemaid,married,basic.6y,unknown,yes,yes,telephone,may,tue,b78d5a5f-ec78-461a-95c9-a8ea8d43ac5c
28.0,unknown,single,unknown,unknown,yes,yes,telephone,may,tue,a584c3ac-4fa8-4596-a741-dacbd82eea71
44.0,services,married,high.school,no,yes,no,telephone,may,tue,7c30ad19-fb27-47ef-84aa-edab4ca47001
59.0,retired,unknown,university.degree,unknown,no,no,telephone,may,tue,140985c3-f4ab-419f-b8c4-6b231fdb06b3
50.0,management,married,high.school,unknown,no,no,telephone,may,tue,e53bee9c-87c3-481b-b2fb-de9a009358be
35.0,admin.,married,university.degree,no,no,no,telephone,may,tue,28ade4d0-2289-46c4-8ad6-fa6e6644a86f
42.0,admin.,married,high.school,no,no,no,telephone,may,tue,498c6962-2922-4d3d-bff1-bf67e93be881
45.0,admin.,married,basic.9y,no,no,no,telephone,may,tue,acafdae4-93e6-48ce-bffc-37cc627582fc
36.0,technician,married,professional.course,no,no,no,telephone,may,tue,999fe11c-2324-422d-8435-bb8e54e86590
56.0,services,married,high.school,unknown,no,no,telephone,may,tue,aa127320-74a4-44a1-a24c-5407feb3f373
29.0,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,edaab87c-db1b-4693-bee9-e165d8430182
41.0,self-employed,married,university.degree,no,yes,yes,telephone,may,tue,e134a49b-946b-4060-a856-2a8e88bd3c58
42.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,45f15781-c89f-4af4-b674-ec6ba3ed3820
52.0,services,single,high.school,no,no,no,telephone,may,tue,7412c364-0073-4113-9fe3-3056dc309a7e
48.0,services,married,high.school,unknown,unknown,unknown,telephone,may,tue,eb6a3e81-1043-4bf8-9658-98e1b3bf9e50
31.0,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,a350cf2a-b38c-4735-86a9-f80dd2672e78
43.0,unemployed,married,university.degree,unknown,yes,no,telephone,may,tue,f92b49aa-089c-479f-9529-b5d63b71551f
36.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,f5f739a8-a3a7-4e7a-b041-f2592a1d93d2
42.0,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,15311fc2-cfb5-41a9-ba9a-c24a3494fa7f
52.0,services,divorced,basic.6y,no,no,no,telephone,may,tue,6d713b16-181d-48b9-b5f4-a89d94d5ae71
39.0,admin.,married,high.school,no,yes,no,telephone,may,tue,12bd1b96-bf0e-44c5-bdbe-81234ba74613
36.0,services,married,high.school,no,no,yes,telephone,may,tue,6b70c99c-3439-4613-b49b-8e48e6c9be47
42.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,0be8b47d-b49f-419e-8627-f027f1bbb247
41.0,admin.,married,high.school,no,no,no,telephone,may,tue,13f9014e-4da3-4357-956f-d12088593170
55.0,technician,married,basic.4y,no,no,yes,telephone,may,tue,16b71091-68d7-4afd-aee1-0f9837745a7b
30.0,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,e6ecbd8e-2e5c-4efa-912a-6b02d890d4b4
57.0,retired,unknown,basic.4y,no,no,no,telephone,may,tue,cba01a33-bbbf-427d-a89b-8838313ba9a5
45.0,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,tue,bc6c33f4-0ca0-4011-a086-e7e086c25175
51.0,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,69745732-edf9-4f6b-b37e-f3924e778816
39.0,self-employed,single,basic.9y,unknown,yes,yes,telephone,may,tue,add66bc6-1564-4112-ae2b-a52bd606c9eb
47.0,admin.,married,high.school,unknown,no,no,telephone,may,tue,e6f3bded-6dd7-4a15-be35-e8f831c3ac4f
27.0,services,married,high.school,no,yes,no,telephone,may,tue,893dc705-d2bb-4c5a-ab1f-40ccd9df4584
34.0,technician,single,university.degree,no,yes,no,telephone,may,tue,e3f8e225-1a0b-4b29-842e-dbc44c70a478
57.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,efeaa3bf-ae4f-469a-ac5e-7d7ba21da78e
43.0,entrepreneur,married,basic.4y,no,no,no,telephone,may,tue,18276b85-3485-4f29-9102-f5b82d8c6878
49.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,fb6d3875-c75b-4c05-a3ee-86d80e70b24e
39.0,management,married,university.degree,unknown,no,no,telephone,may,tue,b9bee2d3-7163-4b6b-94ae-43c807a70a71
38.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,cec8b687-8549-4ffd-bce0-ad9e6c2eb437
49.0,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,3e6904c1-3998-49bf-b8b8-22bbe515c579
58.0,management,married,basic.6y,no,no,no,telephone,may,tue,076cfcd7-0cf4-4c25-8691-301aa70493ce
43.0,technician,married,professional.course,no,yes,no,telephone,may,tue,04c15d6f-33b0-4b6e-bb07-07f6e4652610
50.0,unknown,married,unknown,unknown,yes,no,telephone,may,tue,136ac236-c51a-4b0c-9c67-ed243236f173
31.0,services,married,high.school,unknown,no,no,telephone,may,tue,2f84976b-2e38-41f6-951f-fbd9e2dc592d
43.0,self-employed,divorced,university.degree,no,no,no,telephone,may,tue,fabda700-a682-4f28-93a7-d8394787c0bf
43.0,self-employed,married,basic.9y,unknown,no,no,telephone,may,tue,907a0f19-5ca4-456f-9f47-b7c4891444e3
30.0,self-employed,single,university.degree,no,yes,no,telephone,may,tue,9bc499fb-b597-4bf9-ae6e-2b3f5b78a4c1
27.0,services,single,professional.course,no,yes,yes,telephone,may,tue,99dbd7d3-0c38-4f9d-a4f4-4068f297710b
51.0,services,married,unknown,unknown,no,no,telephone,may,tue,541e10be-5c1d-46b4-9370-dd0d952936ee
37.0,technician,married,professional.course,no,yes,no,telephone,may,tue,32695323-74aa-4b9a-a1fb-379f8cf59a35
46.0,housemaid,married,basic.9y,no,yes,no,telephone,may,tue,4521e91f-7abf-429a-ba05-1df2fa0e0bca
35.0,blue-collar,married,professional.course,no,no,no,telephone,may,tue,611a1406-d954-4777-b29e-1ed5af469cfa
47.0,admin.,divorced,university.degree,no,no,no,telephone,may,tue,b8053f78-7ecd-4b15-91a7-6e15195bb902
46.0,management,married,unknown,no,yes,no,telephone,may,tue,bd467a3c-2d1a-40cf-9c62-af2208931b04
40.0,technician,married,professional.course,unknown,no,yes,telephone,may,tue,278d66d4-2f2c-4c5d-9eb9-b906006b905f
